Stock Quotes for ^GSPC,,,,Stock Quotes for ^IXIC,,,,Stock Quotes for ^DJI,,,,Stock Quotes for ^RUT,,,,Stock Quotes for ^VIX,,,,Stock Quotes for ^W5000,,
Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume
2018/4/10,2656.870117,3543930000,,2018/4/10,7094.299805,2238770000,,2018/4/10,24408,368590000,,2018/4/10,1543.430054,35439300,,2018/4/10,20.469999,0,,2018/4/10,27570.75977,0
2018/4/9,2613.159912,3062960000,,2018/4/9,6950.339844,2080900000,,2018/4/9,23979.09961,380790000,,2018/4/9,1514.459961,30629600,,2018/4/9,21.77,0,,2018/4/9,27108.92969,0
2018/4/6,2604.469971,3299700000,,2018/4/6,6915.109863,2350540000,,2018/4/6,23932.75977,395990000,,2018/4/6,1513.300049,32997000,,2018/4/6,21.49,0,,2018/4/6,27049.44922,0
2018/4/5,2662.840088,3178970000,,2018/4/5,7076.549805,2124660000,,2018/4/5,24505.2207,347790000,,2018/4/5,1542.930054,31759700,,2018/4/5,18.940001,0,,2018/4/5,27618.66016,0
2018/4/4,2644.689941,3350340000,,2018/4/4,7042.109863,2254070000,,2018/4/4,24264.30078,388540000,,2018/4/4,1531.660034,33503400,,2018/4/4,20.059999,0,,2018/4/4,27420.68945,0
2018/4/3,2614.449951,3392810000,,2018/4/3,6941.279785,2328510000,,2018/4/3,24033.35938,394130000,,2018/4/3,1512.150024,33928100,,2018/4/3,21.1,0,,2018/4/3,27117.03906,0
2018/4/2,2581.879883,3598520000,,2018/4/2,6870.120117,2394730000,,2018/4/2,23644.18945,509820000,,2018/4/2,1492.530029,35885200,,2018/4/2,23.620001,0,,2018/4/2,26794.31055,0
2018/3/29,2640.870117,3565990000,,2018/3/29,7063.450195,2554500000,,2018/3/29,24103.10938,463550000,,2018/3/29,1529.430054,35659900,,2018/3/29,19.969999,0,,2018/3/29,27410.7207,0
2018/3/28,2605,3864500000,,2018/3/28,6949.22998,2518670000,,2018/3/28,23848.41992,530040000,,2018/3/28,1513.030029,38645000,,2018/3/28,22.870001,0,,2018/3/28,27037.06055,0
2018/3/27,2612.620117,3706350000,,2018/3/27,7008.810059,2325990000,,2018/3/27,23857.71094,524480000,,2018/3/27,1513.569946,37063500,,2018/3/27,22.5,0,,2018/3/27,27108.48047,0
2018/3/26,2658.550049,3511100000,,2018/3/26,7220.540039,2326060000,,2018/3/26,24202.59961,479540000,,2018/3/26,1543.719971,35111000,,2018/3/26,21.030001,0,,2018/3/26,27605.57031,0
2018/3/23,2588.26001,3815080000,,2018/3/23,6992.669922,2390410000,,2018/3/23,23533.19922,482550000,,2018/3/23,1510.079956,38150800,,2018/3/23,24.870001,0,,2018/3/23,26912.64063,0
2018/3/22,2643.689941,3739800000,,2018/3/22,7166.680176,2347160000,,2018/3/22,23957.89063,439280000,,2018/3/22,1543.869995,37398000,,2018/3/22,23.34,0,,2018/3/22,27476.91016,0
2018/3/21,2711.929932,3415510000,,2018/3/21,7345.290039,1988390000,,2018/3/21,24682.31055,343230000,,2018/3/21,1579.300049,34155100,,2018/3/21,17.860001,0,,2018/3/21,28165.65039,0
2018/3/20,2716.939941,3261030000,,2018/3/20,7364.299805,1967690000,,2018/3/20,24727.26953,342510000,,2018/3/20,1570.410034,32610300,,2018/3/20,18.200001,0,,2018/3/20,28189.80078,0
2018/3/19,2712.919922,3302130000,,2018/3/19,7344.240234,2327430000,,2018/3/19,24610.91016,377990000,,2018/3/19,1570.560059,32821300,,2018/3/19,19.02,0,,2018/3/19,28098.28906,0
2018/3/16,2752.01001,5372340000,,2018/3/16,7481.990234,3046990000,,2018/3/16,24946.50977,654240000,,2018/3/16,1586.050049,53723400,,2018/3/16,15.8,0,,2018/3/16,28545.17969,0
2018/3/15,2747.330078,3500330000,,2018/3/15,7481.740234,1991570000,,2018/3/15,24873.66016,316310000,,2018/3/15,1576.619995,35003300,,2018/3/15,16.59,0,,2018/3/15,28466.25,0
2018/3/14,2749.47998,3391360000,,2018/3/14,7496.810059,2104450000,,2018/3/14,24758.11914,356830000,,2018/3/14,1584.310059,33913600,,2018/3/14,17.23,0,,2018/3/14,28528.51953,0
2018/3/13,2765.310059,3301650000,,2018/3/13,7511.009766,2448830000,,2018/3/13,25007.0293,447880000,,2018/3/13,1592.050049,33016500,,2018/3/13,16.35,0,,2018/3/13,28680.11914,0
2018/3/12,2783.02002,3185020000,,2018/3/12,7588.319824,2294440000,,2018/3/12,25178.60938,362580000,,2018/3/12,1601.060059,31850200,,2018/3/12,15.78,0,,2018/3/12,28863.88086,0
2018/3/9,2786.570068,3364100000,,2018/3/9,7560.810059,2302930000,,2018/3/9,25335.74023,371570000,,2018/3/9,1597.140015,33641000,,2018/3/9,14.64,0,,2018/3/9,28859.55078,0
2018/3/8,2738.969971,3212320000,,2018/3/8,7427.950195,2272110000,,2018/3/8,24895.21094,327300000,,2018/3/8,1571.969971,32123200,,2018/3/8,16.540001,0,,2018/3/8,28404.19922,0
2018/3/7,2726.800049,3393270000,,2018/3/7,7396.649902,2192230000,,2018/3/7,24801.35938,394070000,,2018/3/7,1574.530029,33932700,,2018/3/7,17.76,0,,2018/3/7,28285.7207,0
2018/3/6,2728.120117,3370690000,,2018/3/6,7372.009766,2112570000,,2018/3/6,24884.11914,331770000,,2018/3/6,1562.199951,33706900,,2018/3/6,18.360001,0,,2018/3/6,28284.60938,0
2018/3/5,2720.939941,3710810000,,2018/3/5,7330.709961,2066350000,,2018/3/5,24874.75977,383910000,,2018/3/5,1546.050049,37108100,,2018/3/5,18.73,0,,2018/3/5,28183.68945,0
2018/3/2,2691.25,3882450000,,2018/3/2,7257.870117,2287320000,,2018/3/2,24538.06055,437130000,,2018/3/2,1533.170044,38824500,,2018/3/2,19.59,0,,2018/3/2,27879.39063,0
2018/3/1,2677.669922,4503970000,,2018/3/1,7180.560059,2489040000,,2018/3/1,24608.98047,506280000,,2018/3/1,1507.390015,45039700,,2018/3/1,22.469999,0,,2018/3/1,27696.4707,0
2018/2/28,2713.830078,4230660000,,2018/2/28,7273.009766,2373880000,,2018/2/28,25029.19922,451870000,,2018/2/28,1512.449951,42306600,,2018/2/28,19.85,0,,2018/2/28,28117.01953,0
2018/2/27,2744.280029,3745080000,,2018/2/27,7330.350098,2155850000,,2018/2/27,25410.0293,438390000,,2018/2/27,1536.469971,37450800,,2018/2/27,18.59,0,,2018/2/27,28339.83984,0
2018/2/26,2779.600098,3424650000,,2018/2/26,7421.459961,1866610000,,2018/2/26,25709.26953,473360000,,2018/2/26,1559.329956,34246500,,2018/2/26,15.8,0,,2018/2/26,28709.43945,0
2018/2/23,2747.300049,3189190000,,2018/2/23,7337.390137,1879460000,,2018/2/23,25309.99023,335420000,,2018/2/23,1549.189941,31891900,,2018/2/23,16.49,0,,2018/2/23,28410.09961,0
2018/2/22,2703.959961,3701270000,,2018/2/22,7210.089844,1911900000,,2018/2/22,24962.48047,378900000,,2018/2/22,1529.98999,37012700,,2018/2/22,18.719999,0,,2018/2/22,27980.30078,0
2018/2/21,2701.330078,3779400000,,2018/2/21,7218.22998,1946010000,,2018/2/21,24797.7793,456070000,,2018/2/21,1531.839966,37794000,,2018/2/21,20.02,0,,2018/2/21,27972.9707,0
2018/2/20,2716.26001,3627610000,,2018/2/20,7234.310059,1911170000,,2018/2/20,24964.75,421510000,,2018/2/20,1529.98999,36276100,,2018/2/20,20.6,0,,2018/2/20,28187.63086,0
2018/2/16,2732.219971,3637460000,,2018/2/16,7239.470215,2019830000,,2018/2/16,25219.38086,406730000,,2018/2/16,1543.550049,36374600,,2018/2/16,19.459999,0,,2018/2/16,28337.61914,0
2018/2/15,2731.199951,3684910000,,2018/2/15,7256.430176,2110700000,,2018/2/15,25200.36914,416780000,,2018/2/15,1537.199951,36849100,,2018/2/15,19.129999,0,,2018/2/15,28331.16992,0
2018/2/14,2698.629883,4003740000,,2018/2/14,7143.620117,2211460000,,2018/2/14,24893.49023,431160000,,2018/2/14,1522.099976,40037400,,2018/2/14,19.26,0,,2018/2/14,28004.58984,0
2018/2/13,2662.939941,3472870000,,2018/2/13,7013.509766,1816670000,,2018/2/13,24640.44922,374410000,,2018/2/13,1494.949951,34728700,,2018/2/13,24.969999,0,,2018/2/13,27607.75977,0
2018/2/12,2656,4055790000,,2018/2/12,6981.959961,2240420000,,2018/2/12,24601.26953,496610000,,2018/2/12,1490.97998,40557900,,2018/2/12,25.610001,0,,2018/2/12,27526.60938,0
2018/2/9,2619.550049,5680070000,,2018/2/9,6874.490234,3155990000,,2018/2/9,24190.90039,735030000,,2018/2/9,1477.839966,56800700,,2018/2/9,29.059999,0,,2018/2/9,27159.39063,0
2018/2/8,2581,5305440000,,2018/2/8,6777.160156,2707700000,,2018/2/8,23860.46094,657500000,,2018/2/8,1463.790039,53054400,,2018/2/8,33.459999,0,,2018/2/8,26822.10938,0
2018/2/7,2681.659912,4626570000,,2018/2/7,7051.97998,2366970000,,2018/2/7,24893.34961,504620000,,2018/2/7,1507.969971,46265700,,2018/2/7,27.73,0,,2018/2/7,27824.85938,0
2018/2/6,2695.139893,5891660000,,2018/2/6,7115.879883,3131030000,,2018/2/6,24912.76953,823940000,,2018/2/6,1507.170044,58916600,,2018/2/6,29.98,0,,2018/2/6,27930.83984,0
2018/2/5,2648.939941,5283460000,,2018/2/5,6967.529785,3106870000,,2018/2/5,24345.75,714450000,,2018/2/5,1491.089966,52834600,,2018/2/5,37.32,0,,2018/2/5,27490.81055,0
2018/2/2,2762.129883,4301130000,,2018/2/2,7240.950195,2587770000,,2018/2/2,25520.96094,522880000,,2018/2/2,1547.27002,43011300,,2018/2/2,17.309999,0,,2018/2/2,28616.35938,0
2018/2/1,2821.97998,3938450000,,2018/2/1,7385.859863,2291680000,,2018/2/1,26186.71094,410620000,,2018/2/1,1579.869995,39384500,,2018/2/1,13.47,0,,2018/2/1,29228.4707,0
2018/1/31,2823.810059,4261280000,,2018/1/31,7411.47998,2407540000,,2018/1/31,26149.39063,479130000,,2018/1/31,1574.97998,42612800,,2018/1/31,13.54,0,,2018/1/31,29237.48047,0
2018/1/30,2822.429932,3990650000,,2018/1/30,7402.47998,2163980000,,2018/1/30,26076.89063,448330000,,2018/1/30,1582.819946,39906500,,2018/1/30,14.79,0,,2018/1/30,29254.83984,0
2018/1/29,2853.530029,3573830000,,2018/1/29,7466.509766,2103380000,,2018/1/29,26439.48047,421000000,,2018/1/29,1598.109985,35738300,,2018/1/29,13.84,0,,2018/1/29,29551.08984,0
2018/1/26,2872.870117,3443230000,,2018/1/26,7505.77002,2059010000,,2018/1/26,26616.71094,477780000,,2018/1/26,1608.060059,34432300,,2018/1/26,11.08,0,,2018/1/26,29760.58984,0
2018/1/25,2839.25,3835150000,,2018/1/25,7411.160156,2061450000,,2018/1/25,26392.78906,401390000,,2018/1/25,1601.670044,38351500,,2018/1/25,11.58,0,,2018/1/25,29450.83008,0
2018/1/24,2837.540039,4014070000,,2018/1/24,7415.060059,2277010000,,2018/1/24,26252.11914,518790000,,2018/1/24,1601.77002,39940700,,2018/1/24,11.47,0,,2018/1/24,29434.66016,0
2018/1/23,2839.129883,3519650000,,2018/1/23,7460.290039,2119840000,,2018/1/23,26210.81055,433490000,,2018/1/23,1610.709961,35196500,,2018/1/23,11.1,0,,2018/1/23,29472.98047,0
2018/1/22,2832.969971,3471780000,,2018/1/22,7408.029785,2106070000,,2018/1/22,26214.59961,431200000,,2018/1/22,1605.170044,34717800,,2018/1/22,11.03,0,,2018/1/22,29392.66992,0
2018/1/19,2810.300049,3639430000,,2018/1/19,7336.379883,1997270000,,2018/1/19,26071.7207,585000000,,2018/1/19,1597.630005,36094300,,2018/1/19,11.27,0,,2018/1/19,29152.18945,0
2018/1/18,2798.030029,3681470000,,2018/1/18,7296.049805,2026220000,,2018/1/18,26017.81055,492780000,,2018/1/18,1576.72998,36814700,,2018/1/18,12.22,0,,2018/1/18,28984.76953,0
2018/1/17,2802.560059,3778050000,,2018/1/17,7298.279785,2238070000,,2018/1/17,26115.65039,522720000,,2018/1/17,1586.660034,37780500,,2018/1/17,11.91,0,,2018/1/17,29047.16016,0
2018/1/16,2776.419922,4325970000,,2018/1/16,7223.689941,2377140000,,2018/1/16,25792.85938,606520000,,2018/1/16,1572.969971,43259700,,2018/1/16,11.66,0,,2018/1/16,28782.32031,0
2018/1/12,2786.23999,3573970000,,2018/1/12,7261.060059,1976200000,,2018/1/12,25803.18945,376390000,,2018/1/12,1591.969971,35739700,,2018/1/12,10.16,0,,2018/1/12,28917.66992,0
2018/1/11,2767.560059,3641320000,,2018/1/11,7211.779785,2009740000,,2018/1/11,25574.73047,346830000,,2018/1/11,1586.790039,36413200,,2018/1/11,9.88,0,,2018/1/11,28749.09961,0
2018/1/10,2748.22998,3576350000,,2018/1/10,7153.569824,2122740000,,2018/1/10,25369.13086,341470000,,2018/1/10,1559.800049,35763500,,2018/1/10,9.82,0,,2018/1/10,28507.08008,0
2018/1/9,2751.290039,3453480000,,2018/1/9,7163.580078,2107300000,,2018/1/9,25385.80078,333490000,,2018/1/9,1560.099976,34534800,,2018/1/9,10.08,0,,2018/1/9,28543.94922,0
2018/1/8,2747.709961,3242650000,,2018/1/8,7157.390137,2051430000,,2018/1/8,25283,341390000,,2018/1/8,1561.810059,32426500,,2018/1/8,9.52,0,,2018/1/8,28503.51953,0
2018/1/5,2743.149902,3236620000,,2018/1/5,7136.560059,2020900000,,2018/1/5,25295.86914,358020000,,2018/1/5,1560.01001,32366200,,2018/1/5,9.22,0,,2018/1/5,28440.55078,0
2018/1/4,2723.98999,3695260000,,2018/1/4,7077.910156,2098890000,,2018/1/4,25075.13086,403280000,,2018/1/4,1555.719971,36952600,,2018/1/4,9.22,0,,2018/1/4,28273.2207,0
2018/1/3,2713.060059,3538660000,,2018/1/3,7065.529785,2166780000,,2018/1/3,24922.67969,456790000,,2018/1/3,1552.579956,35386600,,2018/1/3,9.15,0,,2018/1/3,28181.09961,0
2018/1/2,2695.810059,3367250000,,2018/1/2,7006.899902,1914930000,,2018/1/2,24824.00977,341130000,,2018/1/2,1550.01001,33572500,,2018/1/2,9.77,0,,2018/1/2,27991.17969,0
2017/12/29,2673.610107,2443490000,,2017/12/29,6903.390137,1571730000,,2017/12/29,24719.2207,270760000,,2017/12/29,1535.51001,24434900,,2017/12/29,11.04,0,,2017/12/29,27794.16992,0
2017/12/28,2687.540039,2153330000,,2017/12/28,6950.160156,1311320000,,2017/12/28,24837.50977,200960000,,2017/12/28,1548.930054,21533300,,2017/12/28,10.18,0,,2017/12/28,27920.94922,0
2017/12/27,2682.620117,2202080000,,2017/12/27,6939.339844,1409540000,,2017/12/27,24774.30078,225890000,,2017/12/27,1543.939941,22020800,,2017/12/27,10.47,0,,2017/12/27,27864.58984,0
2017/12/26,2680.5,1968780000,,2017/12/26,6936.25,1304340000,,2017/12/26,24746.21094,208290000,,2017/12/26,1544.22998,19687800,,2017/12/26,10.25,0,,2017/12/26,27850.16992,0
2017/12/22,2683.340088,2399830000,,2017/12/22,6959.959961,1539250000,,2017/12/22,24754.06055,255140000,,2017/12/22,1542.930054,23998300,,2017/12/22,9.9,0,,2017/12/22,27864.83984,0
2017/12/21,2684.570068,3273390000,,2017/12/21,6965.359863,1815620000,,2017/12/21,24782.28906,339530000,,2017/12/21,1547.109985,32733900,,2017/12/21,9.62,0,,2017/12/21,27876.69922,0
2017/12/20,2679.25,3241030000,,2017/12/20,6960.959961,1874550000,,2017/12/20,24726.65039,341790000,,2017/12/20,1540.079956,32410300,,2017/12/20,9.72,0,,2017/12/20,27808.42969,0
2017/12/19,2681.469971,3368590000,,2017/12/19,6963.850098,2071060000,,2017/12/19,24754.75,335330000,,2017/12/19,1536.75,33685900,,2017/12/19,10.03,0,,2017/12/19,27821.93945,0
2017/12/18,2690.159912,3724660000,,2017/12/18,6994.759766,2144360000,,2017/12/18,24792.19922,354880000,,2017/12/18,1548.920044,37246600,,2017/12/18,9.53,0,,2017/12/18,27871.81055,0
2017/12/15,2675.810059,5723920000,,2017/12/15,6936.580078,3510420000,,2017/12/15,24651.74023,635740000,,2017/12/15,1530.420044,57239200,,2017/12/15,9.42,0,,2017/12/15,27734.32031,0
2017/12/14,2652.01001,3430030000,,2017/12/14,6856.529785,1985200000,,2017/12/14,24508.66016,314780000,,2017/12/14,1506.949951,34300300,,2017/12/14,10.49,0,,2017/12/14,27503.08984,0
2017/12/13,2662.850098,3542370000,,2017/12/13,6875.799805,1919560000,,2017/12/13,24585.42969,325280000,,2017/12/13,1524.449951,35423700,,2017/12/13,10.18,0,,2017/12/13,27626.81055,0
2017/12/12,2664.110107,3555680000,,2017/12/12,6862.319824,1861560000,,2017/12/12,24504.80078,342220000,,2017/12/12,1516.119995,35556800,,2017/12/12,9.92,0,,2017/12/12,27619.83984,0
2017/12/11,2659.98999,3091950000,,2017/12/11,6875.080078,1818970000,,2017/12/11,24386.0293,300580000,,2017/12/11,1519.839966,30919500,,2017/12/11,9.34,0,,2017/12/11,27594.28906,0
2017/12/8,2651.5,3106150000,,2017/12/8,6840.080078,1806040000,,2017/12/8,24329.16016,293590000,,2017/12/8,1521.719971,31061500,,2017/12/8,9.58,0,,2017/12/8,27516.66992,0
2017/12/7,2636.97998,3292400000,,2017/12/7,6812.839844,1934120000,,2017/12/7,24211.48047,319060000,,2017/12/7,1520.469971,32924000,,2017/12/7,10.16,0,,2017/12/7,27381.28906,0
2017/12/6,2629.27002,3229000000,,2017/12/6,6776.379883,1891850000,,2017/12/6,24140.91016,312720000,,2017/12/6,1508.880005,32290000,,2017/12/6,11.02,0,,2017/12/6,27267.41992,0
2017/12/5,2629.570068,3539040000,,2017/12/5,6762.209961,2083540000,,2017/12/5,24180.64063,371190000,,2017/12/5,1516.76001,35390400,,2017/12/5,11.33,0,,2017/12/5,27292.55078,0
2017/12/4,2639.439941,4023150000,,2017/12/4,6775.370117,2426570000,,2017/12/4,24290.05078,424250000,,2017/12/4,1532.410034,40231500,,2017/12/4,11.68,0,,2017/12/4,27407.09961,0
2017/12/1,2642.219971,3942320000,,2017/12/1,6847.589844,2293570000,,2017/12/1,24231.58984,417910000,,2017/12/1,1537.02002,39423200,,2017/12/1,11.43,0,,2017/12/1,27448.00977,0
2017/11/30,2647.580078,4938490000,,2017/11/30,6873.970215,2458580000,,2017/11/30,24272.34961,488200000,,2017/11/30,1544.140015,49384900,,2017/11/30,11.28,0,,2017/11/30,27493.38086,0
2017/11/29,2626.070068,4078280000,,2017/11/29,6824.390137,2452860000,,2017/11/29,23940.67969,401410000,,2017/11/29,1542.300049,40782800,,2017/11/29,10.7,0,,2017/11/29,27290.13086,0
2017/11/28,2627.040039,3488420000,,2017/11/28,6912.359863,2000410000,,2017/11/28,23836.71094,319240000,,2017/11/28,1536.430054,34884200,,2017/11/28,10.03,0,,2017/11/28,27296.2207,0
2017/11/27,2601.419922,3006860000,,2017/11/27,6878.52002,1773400000,,2017/11/27,23580.7793,296320000,,2017/11/27,1513.310059,30068600,,2017/11/27,9.87,0,,2017/11/27,27032.68945,0
2017/11/24,2602.419922,1349780000,,2017/11/24,6889.160156,848520000,,2017/11/24,23557.99023,118610000,,2017/11/24,1519.160034,13497800,,2017/11/24,9.67,0,,2017/11/24,27058.83008,0
2017/11/22,2597.080078,2762950000,,2017/11/22,6867.359863,1588200000,,2017/11/22,23526.17969,268760000,,2017/11/22,1516.76001,27629500,,2017/11/22,9.88,0,,2017/11/22,27008.30078,0
2017/11/21,2599.030029,3332720000,,2017/11/21,6862.47998,1883550000,,2017/11/21,23590.83008,329650000,,2017/11/21,1518.890015,33327200,,2017/11/21,9.73,0,,2017/11/21,27019.99023,0
2017/11/20,2582.139893,3003540000,,2017/11/20,6790.709961,1800880000,,2017/11/20,23430.33008,315330000,,2017/11/20,1503.400024,30035400,,2017/11/20,10.65,0,,2017/11/20,26862.41992,0
2017/11/17,2578.850098,3300160000,,2017/11/17,6782.790039,1988090000,,2017/11/17,23358.24023,386000000,,2017/11/17,1492.819946,33001600,,2017/11/17,11.43,0,,2017/11/17,26790.38086,0
2017/11/16,2585.639893,3312710000,,2017/11/16,6793.290039,2002920000,,2017/11/16,23458.35938,402020000,,2017/11/16,1486.880005,33127100,,2017/11/16,11.76,0,,2017/11/16,26850.88086,0
2017/11/15,2564.620117,3558890000,,2017/11/15,6706.209961,1908660000,,2017/11/15,23271.2793,404300000,,2017/11/15,1464.089966,35588900,,2017/11/15,13.13,0,,2017/11/15,26582.46094,0
2017/11/14,2578.870117,3641760000,,2017/11/14,6737.870117,1983830000,,2017/11/14,23409.4707,561330000,,2017/11/14,1471.26001,36417600,,2017/11/14,11.59,0,,2017/11/14,26719.18945,0
2017/11/13,2584.840088,3402930000,,2017/11/13,6757.600098,1973790000,,2017/11/13,23439.69922,491260000,,2017/11/13,1475.069946,34029300,,2017/11/13,11.5,0,,2017/11/13,26789.88086,0
2017/11/10,2582.300049,3486910000,,2017/11/10,6750.939941,1973970000,,2017/11/10,23422.21094,351280000,,2017/11/10,1475.27002,34869100,,2017/11/10,11.29,0,,2017/11/10,26774.35938,0
2017/11/9,2584.620117,3831610000,,2017/11/9,6750.049805,2235180000,,2017/11/9,23461.93945,305440000,,2017/11/9,1475.02002,38316100,,2017/11/9,10.5,0,,2017/11/9,26781.0293,0
2017/11/8,2594.379883,3899360000,,2017/11/8,6789.120117,2110990000,,2017/11/8,23563.35938,264670000,,2017/11/8,1481.72998,38993600,,2017/11/8,9.78,0,,2017/11/8,26892.5293,0
2017/11/7,2590.639893,3809650000,,2017/11/7,6767.779785,2205270000,,2017/11/7,23557.23047,285080000,,2017/11/7,1479.089966,38096500,,2017/11/7,9.89,0,,2017/11/7,26855.16016,0
2017/11/6,2591.129883,3539080000,,2017/11/6,6786.439941,2166470000,,2017/11/6,23548.41992,325190000,,2017/11/6,1497.959961,35390800,,2017/11/6,9.4,0,,2017/11/6,26900.44922,0
2017/11/3,2587.840088,3567710000,,2017/11/3,6764.439941,2195010000,,2017/11/3,23539.18945,312250000,,2017/11/3,1494.910034,35677100,,2017/11/3,9.14,0,,2017/11/3,26875,0
2017/11/2,2579.850098,4048270000,,2017/11/2,6714.939941,2262940000,,2017/11/2,23516.25977,348040000,,2017/11/2,1496.550049,40482700,,2017/11/2,9.93,0,,2017/11/2,26776.51953,0
2017/11/1,2579.360107,3813180000,,2017/11/1,6716.529785,2056860000,,2017/11/1,23435.00977,361260000,,2017/11/1,1492.780029,38131800,,2017/11/1,10.2,0,,2017/11/1,26797.25977,0
2017/10/31,2575.26001,3827230000,,2017/10/31,6727.669922,2043890000,,2017/10/31,23377.24023,388050000,,2017/10/31,1502.530029,38272300,,2017/10/31,10.18,0,,2017/10/31,26760.18945,0
2017/10/30,2572.830078,3658870000,,2017/10/30,6698.959961,2013640000,,2017/10/30,23348.74023,436900000,,2017/10/30,1490.900024,36588700,,2017/10/30,10.5,0,,2017/10/30,26702.9707,0
2017/10/27,2581.070068,3887110000,,2017/10/27,6701.259766,2403600000,,2017/10/27,23434.18945,518870000,,2017/10/27,1508.319946,38871100,,2017/10/27,9.8,0,,2017/10/27,26817.33984,0
2017/10/26,2560.399902,3869050000,,2017/10/26,6556.77002,2108210000,,2017/10/26,23400.85938,370600000,,2017/10/26,1497.459961,38690500,,2017/10/26,11.3,0,,2017/10/26,26598.63086,0
2017/10/25,2557.149902,3874510000,,2017/10/25,6563.890137,2190720000,,2017/10/25,23329.46094,399560000,,2017/10/25,1493.47998,38745100,,2017/10/25,11.23,0,,2017/10/25,26553.88086,0
2017/10/24,2569.129883,3427330000,,2017/10/24,6598.430176,1842640000,,2017/10/24,23441.75977,406850000,,2017/10/24,1500.420044,34273300,,2017/10/24,11.16,0,,2017/10/24,26691.82031,0
2017/10/23,2564.97998,3211710000,,2017/10/23,6586.830078,1809320000,,2017/10/23,23273.96094,456830000,,2017/10/23,1497.48999,32117100,,2017/10/23,11.07,0,,2017/10/23,26667.18945,0
2017/10/20,2575.209961,3384650000,,2017/10/20,6629.049805,1794810000,,2017/10/20,23328.63086,474380000,,2017/10/20,1509.25,33846500,,2017/10/20,9.97,0,,2017/10/20,26769.73047,0
2017/10/19,2562.100098,2990710000,,2017/10/19,6605.069824,1823860000,,2017/10/19,23163.03906,350400000,,2017/10/19,1502.040039,29907100,,2017/10/19,10.05,0,,2017/10/19,26639.89063,0
2017/10/18,2561.26001,2998090000,,2017/10/18,6624.220215,1734030000,,2017/10/18,23157.59961,271870000,,2017/10/18,1505.140015,29980900,,2017/10/18,10.07,0,,2017/10/18,26635.38086,0
2017/10/17,2559.360107,2889390000,,2017/10/17,6623.660156,1647240000,,2017/10/17,22997.43945,273090000,,2017/10/17,1497.5,28893900,,2017/10/17,10.31,0,,2017/10/17,26611.2207,0
2017/10/16,2557.639893,2916020000,,2017/10/16,6624,1629480000,,2017/10/16,22956.96094,247180000,,2017/10/16,1502.680054,29160200,,2017/10/16,9.91,0,,2017/10/16,26610.21094,0
2017/10/13,2553.169922,3149440000,,2017/10/13,6605.799805,1756150000,,2017/10/13,22871.7207,259560000,,2017/10/13,1502.660034,31494400,,2017/10/13,9.61,0,,2017/10/13,26577.92969,0
2017/10/12,2550.929932,3151510000,,2017/10/12,6591.509766,2000470000,,2017/10/12,22841.00977,291790000,,2017/10/12,1505.160034,31515100,,2017/10/12,9.91,0,,2017/10/12,26559.34961,0
2017/10/11,2555.23999,2976090000,,2017/10/11,6603.549805,1830360000,,2017/10/11,22872.89063,316000000,,2017/10/11,1506.920044,29760900,,2017/10/11,9.85,0,,2017/10/11,26602.11914,0
