Date,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
20041130,758.0,100.0,200.0492,3.58,1.47,3.0,2.0,135.2918
20041129,758.95,100.0,200.4683,3.57,1.45,2.96,2.0,126.7346
20041126,759.86,100.0,201.5845,3.52,1.44,2.98,2.0,120.9116
20041124,759.7,100.0,201.9284,3.5,1.55,3.02,2.0,117.369
20041123,759.22,100.0,201.7396,3.59,1.48,3.06,2.0,123.2445
20041122,758.91,100.0,201.8856,3.6,1.47,3.11,2.0,123.7034
20041119,758.84,100.0,201.6441,3.59,1.45,3.07,2.0,128.7121
20041118,758.98,100.0,202.19400000000002,3.59,1.48,3.15,2.0,127.0678
20041117,757.73,100.0,201.7962,3.62,1.5,3.18,2.0,131.5476
20041116,756.7,100.0,201.2086,3.65,1.48,3.14,2.0,131.852
20041115,756.0,100.0,201.2982,3.67,1.48,3.18,2.0,132.2278
20041112,755.39,100.0,201.1271,3.67,1.48,3.19,2.0,135.6744
20041110,754.29,100.0,200.6833,3.72,1.47,3.16,2.0,139.9348
20041109,755.3,100.0,200.8243,3.73,1.49,3.17,2.0,140.9193
20041108,755.41,100.0,200.6874,3.74,1.5,3.17,2.0,141.3537
20041105,755.48,100.0,200.8,3.7,1.51,3.15,2.0,140.6928
20041104,755.58,100.0,201.5213,3.78,1.57,3.29,2.0,145.0754
20041103,753.77,100.0,201.2222,3.83,1.59,3.35,2.0,149.4498
20041102,751.89,100.0,201.0457,3.83,1.6,3.39,2.0,148.4299
20041101,750.51,100.0,200.8124,3.87,1.61,3.4,2.0,148.5361
20041029,748.97,100.0,201.0041,3.93,1.64,3.51,2.0,149.1323
20041028,747.76,100.0,200.6019,3.92,1.61,3.49,2.0,150.2803
20041027,746.29,100.0,200.3512,3.92,1.61,3.51,2.0,150.053
20041026,745.87,100.0,200.5717,4.03,1.69,3.63,2.0,147.5011
20041025,744.34,100.0,200.3311,4.06,1.71,3.68,2.0,146.4562
20041022,743.19,100.0,200.4945,4.0,1.69,3.69,2.0,145.8848
20041021,742.15,100.0,200.2409,3.94,1.69,3.7,2.0,145.17600000000002
20041020,740.95,100.0,199.8222,4.04,1.73,3.75,2.0,148.2165
20041019,741.2,100.0,199.4573,3.99,1.71,3.69,2.0,149.607
20041018,741.58,100.0,199.7236,3.93,1.69,3.68,2.0,153.054
20041015,741.7,100.0,199.4856,3.94,1.7,3.67,2.0,153.756
20041014,742.15,100.0,199.7811,3.95,1.71,3.71,2.0,155.562
20041013,741.67,100.0,199.9082,3.87,1.65,3.65,2.0,157.276
20041012,741.2,100.0,199.7704,3.8,1.63,3.62,2.0,155.257
20041008,740.04,100.0,198.7275,3.84,1.69,3.6,2.0,154.821
20041007,738.51,100.0,198.0332,3.85,1.63,3.54,2.0,154.066
20041006,737.84,100.0,198.3979,3.85,1.63,3.57,2.0,153.267
20041005,737.42,100.0,198.6212,3.84,1.66,3.63,2.0,153.799
20041004,736.75,100.0,198.355,3.93,1.66,3.64,2.0,152.659
20041001,735.8,100.0,197.8624,3.99,1.7,3.64,2.0,156.412
20040930,735.68,100.0,198.1965,4.03,1.73,3.68,2.0,150.722
20040929,735.92,100.0,198.1743,4.05,1.74,3.68,2.0,149.422
20040928,736.6,100.0,198.6304,4.12,1.76,3.73,2.0,148.944
20040927,736.79,100.0,198.5226,4.14,1.77,3.72,2.0,145.385
20040924,736.5,100.0,198.4219,4.07,1.74,3.69,2.0,145.608
20040923,736.7,100.0,198.9873,4.0,1.69,3.71,2.0,149.662
20040922,736.34,100.0,199.8472,4.04,1.67,3.77,2.0,151.99
20040921,735.69,100.0,199.8129,4.01,1.64,3.76,2.0,157.52700000000002
20040920,734.97,100.0,199.6774,4.03,1.64,3.79,2.0,163.284
20040917,734.07,100.0,198.845,4.01,1.64,3.72,2.0,163.70600000000002
20040916,733.58,100.0,198.8138,4.07,1.69,3.81,2.0,166.535
20040915,732.93,100.0,197.6448,4.06,1.69,3.73,2.0,168.43400000000003
20040914,733.29,100.0,197.5611,4.13,1.73,3.75,2.0,168.828
20040913,732.41,100.0,197.2375,4.15,1.73,3.75,2.0,167.167
20040910,730.51,100.0,196.9692,4.12,1.73,3.77,2.0,170.003
20040909,729.68,100.0,196.9122,4.11,1.71,3.77,2.0,171.524
20040908,728.63,100.0,197.0558,4.14,1.73,3.83,2.0,169.19
20040907,726.8,100.0,196.6228,4.1,1.69,3.8,2.0,168.377
20040903,725.82,100.0,196.2823,4.15,1.65,3.76,2.0,170.875
20040902,726.11,100.0,197.0611,4.24,1.68,3.86,2.0,175.653
20040901,726.11,100.0,197.4916,4.25,1.7,3.92,2.0,173.12599999999998
20040831,725.15,100.0,197.493,4.22,1.69,3.94,2.0,171.761
20040830,724.7,100.0,196.3107,4.19,1.73,3.89,2.0,171.857
20040827,723.58,100.0,196.0854,4.2,1.71,3.87,2.0,173.745
20040826,723.32,100.0,195.9285,4.24,1.71,3.88,2.0,174.484
20040825,722.45,100.0,195.7238,4.21,1.7,3.87,2.0,179.65099999999998
20040824,721.34,100.0,195.6685,4.17,1.69,3.87,2.0,181.497
20040823,720.47,100.0,195.5803,4.24,1.69,3.89,2.0,181.101
20040820,719.72,100.0,195.6256,4.26,1.72,3.94,2.0,180.56099999999998
20040819,719.02,100.0,195.5011,4.36,1.75,3.99,2.0,183.22299999999998
20040818,718.07,100.0,195.3701,4.33,1.75,3.99,2.0,181.899
20040817,717.01,100.0,195.09099999999998,4.36,1.78,4.04,2.0,179.27900000000002
20040816,716.02,100.0,194.6014,4.37,1.78,4.02,2.0,178.987
20040813,715.65,100.0,194.5178,4.42,1.81,4.05,2.0,177.53400000000002
20040812,715.18,100.0,193.736,4.48,1.83,4.0,2.0,176.153
20040811,715.2,100.0,193.4769,4.49,1.83,3.97,2.0,177.602
20040810,715.27,100.0,193.3824,4.45,1.82,3.95,2.0,176.174
20040809,715.93,100.0,193.9107,4.52,1.82,4.0,2.0,182.02599999999998
20040806,715.61,100.0,193.9142,4.54,1.85,4.04,2.0,183.43400000000003
20040805,713.26,100.0,191.9625,4.53,1.84,3.91,2.0,178.89700000000002
20040804,712.56,100.0,191.9965,4.52,1.82,3.9,2.0,177.52900000000002
20040803,712.87,100.0,191.7997,4.55,1.84,3.89,2.0,178.232
20040802,712.41,100.0,191.2764,4.54,1.86,3.87,2.0,180.342
20040730,711.2,100.0,191.0331,4.52,1.85,3.89,2.0,179.482
20040729,710.85,100.0,190.2063,4.52,1.84,3.8,2.0,181.845
20040728,710.54,100.0,190.1095,4.58,1.83,3.79,2.0,184.646
20040727,710.91,100.0,189.9718,4.59,1.82,3.75,2.0,182.60299999999998
20040726,713.0,100.0,191.0786,4.68,1.83,3.79,2.0,178.122
20040723,713.89,100.0,191.2493,4.6,1.81,3.8,2.0,178.24200000000002
20040722,714.01,100.0,190.7327,4.57,1.83,3.76,2.0,179.357
