Date,LF98TRUU Index  (R4),I17660US Index  (R2),BEHGTRUU Index  (L2),BEBGTRUU Index  (L3),BEBGOAS Index  (L1),BEHGOAS Index  (R1),LF98OAS Index  (L1),BLQCOAS Index  (R1),USYC2Y10 Index  (R3)
,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
12/20/2018,1907.9399,174.88,453.8127,6/1/1903,5.78,1.84,5.08,1.64,13.5689
12/19/2018,1932.6899,175.6,454.4892,6/4/1903,5.74,1.84,4.75,1.59,10.6929
12/18/2018,1937.74,175.07,454.0995,6/2/1903,5.72,1.81,4.64,1.58,17.144
12/17/2018,1946.08,174.72,453.7975,6/2/1903,5.7,1.82,4.47,1.56,16.1243
12/14/2018,1950.5601,174.41,453.0502,6/1/1903,5.66,1.81,4.37,1.56,15.4374
12/13/2018,1953.5,174.13,452.5715,6/2/1903,5.62,1.8,4.3,1.55,14.6996
12/12/2018,1952.79,173.95,451.8322,5/30/1903,5.68,1.82,4.31,1.57,13.521
12/11/2018,1947.61,173.84,451.0175,5/27/1903,5.73,1.85,4.39,1.6,11.2861
12/10/2018,1944.24,173.78,450.8516,5/27/1903,5.75,1.87,4.46,1.63,12.8015
12/7/2018,1948.3199,173.81,450.8791,5/29/1903,5.71,1.87,4.4,1.62,13.2104
12/6/2018,1944.49,173.48,449.8937,5/25/1903,5.73,1.87,4.4,1.63,13.3434
12/5/2018,,,,,,,,,11.6844
12/4/2018,1956.3,173.57,449.7878,5/28/1903,5.62,1.83,4.18,1.57,11.6844
12/3/2018,1959.51,173.04,449.2666,5/29/1903,5.56,1.8,4.09,1.53,14.6595
11/30/2018,1951.14,172.49,447.536,5/21/1903,5.67,1.82,4.18,1.54,19.9375
11/29/2018,1950.58,172.5,447.1735,5/19/1903,5.67,1.82,4.18,1.52,21.9103
11/28/2018,1948.73,172.58,446.1615,5/15/1903,5.73,1.84,4.2,1.5,24.8299
11/27/2018,1942.3101,172.66,445.3887,5/11/1903,5.77,1.85,4.26,1.49,22.2204
11/26/2018,1945.27,172.82,445.577,5/15/1903,5.69,1.84,4.22,1.47,21.9107
11/23/2018,1942.6801,172.84,446.0094,5/17/1903,5.65,1.83,4.26,1.48,22.5417
11/21/2018,1945.5,172.79,446.2209,5/19/1903,5.6,1.82,4.18,1.47,24.6773
11/20/2018,1940.96,172.63,446.002,5/18/1903,5.63,1.83,4.25,1.5,25.7004
11/19/2018,1946.5,172.9,447.0532,5/26/1903,5.48,1.8,4.18,1.47,27.1436
11/16/2018,1948.39,172.87,447.1817,5/28/1903,5.4,1.77,4.12,1.44,25.8883
11/15/2018,1951.67,172.42,446.3189,5/29/1903,5.35,1.77,4.04,1.44,25.2324
11/14/2018,1958.78,173,446.9089,6/1/1903,5.28,1.74,3.92,1.38,25.4541
11/13/2018,1966.0699,173.18,446.9688,6/2/1903,5.21,1.71,3.78,1.34,24.4419
11/9/2018,1973.92,173.18,447.1976,6/6/1903,5.07,1.66,3.61,1.29,25.3711
11/8/2018,1981.27,172.94,447.2357,6/8/1903,5,1.63,3.47,1.27,26.8254
11/7/2018,1980.27,173.1,447.6493,6/9/1903,5,1.63,3.5,1.27,27.4703
11/6/2018,1975.01,172.84,447.4504,6/7/1903,5.03,1.64,3.59,1.29,29.552
11/5/2018,1973.21,172.69,447.3707,6/6/1903,5.07,1.65,3.63,1.31,28.922
11/2/2018,1971.6899,172.37,447.1077,6/3/1903,5.1,1.64,3.63,1.32,30.4669
11/1/2018,1969.71,172.87,447.513,5/30/1903,5.24,1.68,3.72,1.35,28.3796
10/31/2018,1968.0699,172.78,447.2995,5/27/1903,5.24,1.67,3.71,1.33,27.259
10/30/2018,1963.9399,173.24,448.0689,5/29/1903,5.24,1.67,3.8,1.34,26.7901
10/29/2018,1967.85,173.7,448.8448,5/31/1903,5.2,1.67,3.77,1.32,26.4555
10/26/2018,1967.28,173.78,449.4134,5/31/1903,5.21,1.66,3.78,1.32,26.5219
10/25/2018,1972.41,173.45,449.029,5/30/1903,5.15,1.62,3.64,1.32,26.6004
10/24/2018,1975.77,173.6,449.1823,6/1/1903,5.12,1.62,3.6,1.29,26.895
10/23/2018,1974.8199,173.27,448.7058,6/1/1903,5.08,1.6,3.57,1.29,28.4346
10/22/2018,1981.4301,173.26,448.7385,6/4/1903,4.99,1.57,3.44,1.26,28.5465
10/19/2018,1981.2,173.22,448.8782,6/4/1903,4.99,1.56,3.43,1.25,28.4082
10/18/2018,1982.11,173.61,449.7646,6/5/1903,4.99,1.55,3.43,1.25,29.8235
10/17/2018,1986.77,173.7,450.6055,6/7/1903,4.95,1.53,3.36,1.23,31.445
10/16/2018,1987.23,173.96,450.8153,6/7/1903,4.97,1.53,3.36,1.23,29.3657
10/15/2018,1984.08,173.83,450.1523,6/4/1903,5.02,1.55,3.41,1.23,29.6535
10/12/2018,1982.23,174.1,450.4073,6/2/1903,5.07,1.55,3.44,1.23,30.4321
10/11/2018,1979.25,174.24,450.4325,5/29/1903,5.13,1.55,3.48,1.22,29.7297
10/10/2018,1979.22,173.37,449.7692,5/29/1903,5.05,1.51,3.4,1.2,31.6707
10/9/2018,1986.14,173.74,449.9727,5/31/1903,5.03,1.51,3.31,1.19,31.7067
10/5/2018,1991.3101,173.47,450.2369,5/30/1903,5,1.48,3.2,1.18,34.3684
10/4/2018,1995.13,173.86,450.9477,6/2/1903,4.97,1.48,3.16,1.18,31.4929
10/3/2018,2004.36,174.31,452.8982,6/10/1903,4.85,1.45,3.03,1.17,30.5262
10/2/2018,2004.71,175.45,454.1202,6/10/1903,4.93,1.49,3.1,1.18,24.824
10/1/2018,2003.87,175.19,453.7781,6/11/1903,4.9,1.48,3.09,1.17,26.0659
9/28/2018,2000.04,175.34,453.962,6/11/1903,5.12,1.5,3.16,1.19,23.8309
9/27/2018,1998.2,175.33,453.835,6/13/1903,5.05,1.5,3.18,1.18,22.0776
9/26/2018,1997.12,175.15,453.1518,6/7/1903,5.16,1.52,3.18,1.2,22.9181
9/25/2018,1995.9399,174.63,451.6632,6/3/1903,5.17,1.52,3.17,1.19,25.3239
9/24/2018,1996.4301,174.87,451.986,6/4/1903,5.19,1.53,3.18,1.19,26.7745
9/21/2018,1996.64,174.99,451.9011,6/2/1903,5.21,1.53,3.17,1.19,25.8632
9/20/2018,1996.37,174.82,451.2573,5/27/1903,5.29,1.54,3.16,1.19,25.5025
9/19/2018,1996.61,174.45,450.8369,5/20/1903,5.42,1.54,3.15,1.21,26.7709
9/18/2018,1997.3,174.76,451.2861,5/16/1903,5.51,1.55,3.15,1.21,25.2138
9/17/2018,1996.28,175.33,451.9856,5/18/1903,5.51,1.56,3.18,1.21,20.6719
9/14/2018,1995.28,175.3,452.0211,5/16/1903,5.54,1.56,3.19,1.21,21.4036
9/13/2018,1994.47,175.52,452.0554,5/12/1903,5.64,1.59,3.24,1.23,20.9403
9/12/2018,1991.72,175.36,451.1433,5/5/1903,5.76,1.61,3.28,1.24,21.0437
9/11/2018,1989.3101,175.04,450.6923,4/30/1903,5.82,1.61,3.3,1.25,22.7551
9/10/2018,1988.11,175.37,451.2612,5/2/1903,5.82,1.63,3.35,1.26,21.6496
9/7/2018,1986.28,175.09,451.5427,5/5/1903,5.75,1.61,3.36,1.27,23.2108
9/6/2018,1987.11,175.73,452.3361,5/4/1903,5.85,1.64,3.41,1.28,23.5995
9/5/2018,1987.29,175.31,451.6935,4/28/1903,5.91,1.64,3.39,1.29,24.6807
9/4/2018,1989.14,175.32,451.6359,4/25/1903,5.95,1.64,3.35,1.29,24.1147
9/3/2018,1988.96,175.96,453.1353,5/2/1903,5.84,1.63,3.38,1.28,
8/31/2018,1988.96,175.96,453.1353,5/2/1903,5.83,1.63,3.38,1.28,23.1394
8/30/2018,1989.3199,176.02,453.5092,5/5/1903,5.77,1.61,3.35,1.26,20.1695
8/29/2018,1989.98,175.85,453.4792,5/14/1903,5.58,1.6,3.31,1.25,20.4478
8/28/2018,1989.85,175.84,453.4909,5/18/1903,5.52,1.59,3.31,1.25,21.0951
8/27/2018,1989.36,176.21,453.4698,5/18/1903,5.53,1.62,3.33,1.25,20.0569
8/24/2018,1987.4301,176.37,453.3971,5/18/1903,5.54,1.63,3.36,1.26,18.7496
8/23/2018,1986.55,176.42,453.4913,5/19/1903,5.53,1.63,3.38,1.26,20.5801
8/22/2018,1986.14,176.36,453.5277,5/20/1903,5.51,1.63,3.38,1.26,22.3539
8/21/2018,1984.15,176.3,452.9496,5/18/1903,5.55,1.63,3.39,1.24,23.0164
8/20/2018,1982.34,176.54,452.88,5/15/1903,5.61,1.65,3.44,1.24,23.1752
8/17/2018,1980.33,175.9,451.9347,5/15/1903,5.55,1.63,3.41,1.24,25.2503
8/16/2018,1979.5,175.86,451.6839,5/16/1903,5.52,1.63,3.42,1.24,24.5448
8/15/2018,1977.83,175.83,451.4131,5/8/1903,5.68,1.65,3.47,1.26,25.0058
8/14/2018,1979.87,175.44,450.9742,5/9/1903,5.63,1.63,3.39,1.25,25.7412
8/13/2018,1979.41,175.52,450.3671,4/29/1903,5.78,1.66,3.2,1.26,26.2156
8/10/2018,1979.96,175.78,451.5588,5/19/1903,5.41,1.63,3.37,1.26,26.4904
8/9/2018,1982.45,175.29,451.4102,6/3/1903,5.09,1.58,3.28,1.22,27.6467
8/8/2018,1982.59,175.1,451.3996,6/8/1903,4.96,1.55,3.25,1.2,28.8191
8/7/2018,1982.41,175.25,451.6722,6/12/1903,4.89,1.53,3.26,1.18,29.9206
8/6/2018,1979.74,175.6,451.9143,6/14/1903,4.87,1.55,3.33,1.19,29.0206
8/3/2018,1977.59,175.31,451.6354,6/15/1903,4.85,1.55,3.34,1.2,30.1521
8/2/2018,1975.45,174.83,450.8963,6/12/1903,4.85,1.54,3.33,1.21,32.0447
8/1/2018,1974.99,174.66,451.0201,6/17/1903,4.75,1.52,3.33,1.2,32.4762
7/31/2018,1974.4,175.1,452.0767,6/21/1903,4.71,1.51,3.36,1.2,28.6323
7/30/2018,1972.41,174.8,452.2242,6/22/1903,4.69,1.5,3.32,1.21,30.7432
7/27/2018,1971.04,174.92,452.6351,6/22/1903,4.68,1.5,3.38,1.21,28.0754
7/26/2018,1970.1801,174.6,452.3793,6/20/1903,4.69,1.5,3.38,1.22,29.0859
7/25/2018,1968.01,174.76,452.2741,6/15/1903,4.81,1.53,3.43,1.24,30.11
7/24/2018,1967.4,174.52,451.601,6/11/1903,4.85,1.54,3.43,1.25,31.1327
7/23/2018,1965.77,173.97,451.032,6/12/1903,4.84,1.55,3.45,1.28,32.1214
7/20/2018,1964.7,174.62,451.7584,6/12/1903,4.9,1.58,3.5,1.29,29.7894
7/19/2018,1964.51,175.14,452.1755,6/9/1903,4.97,1.6,3.53,1.3,24.5227
7/18/2018,1964.45,174.82,452.1359,6/8/1903,4.97,1.58,3.5,1.3,25.7867
7/17/2018,1963.5601,174.91,452.1113,6/6/1903,5,1.59,3.51,1.3,24.0552
7/16/2018,1963.35,175.01,452.4866,6/7/1903,4.99,1.58,3.5,1.3,25.9529
7/13/2018,1963,175.27,452.5539,6/7/1903,5,1.6,3.47,1.3,24.5043
7/12/2018,1961.54,174.93,451.5472,6/3/1903,5.03,1.61,3.48,1.3,25.5417
7/11/2018,1959.22,174.83,451.231,6/2/1903,5.09,1.62,3.54,1.32,26.7389
7/10/2018,1960.52,174.54,451.0001,6/5/1903,5.01,1.61,3.5,1.32,27.751
7/9/2018,1957.67,174.5,450.7504,6/6/1903,5,1.62,3.57,1.33,29.5353
7/6/2018,1953.33,174.51,449.843,5/31/1903,5.11,1.66,3.65,1.35,28.1137
7/5/2018,1951.4,174.24,448.8349,5/27/1903,5.14,1.68,3.66,1.36,27.6377
7/3/2018,1950.4,174,448.1535,5/22/1903,5.19,1.69,3.68,1.38,30.0799
7/2/2018,1948.51,173.55,447.0802,5/18/1903,5.21,1.7,3.67,1.39,31.8551
6/29/2018,1953.09,173.66,447.3681,5/20/1903,5.18,1.69,3.63,1.38,32.7856
6/28/2018,1952.13,173.55,447.017,5/20/1903,5.17,1.71,3.63,1.4,32.2361
6/27/2018,1957.85,173.8,447.1852,5/23/1903,5.1,1.72,3.56,1.39,31.9535
6/26/2018,1959.95,173.17,446.4887,5/24/1903,5.04,1.69,3.48,1.39,33.9509
6/25/2018,1961.16,173.15,446.6,5/26/1903,5.01,1.69,3.45,1.39,34.5291
6/22/2018,1963.49,173.01,446.4553,5/29/1903,4.92,1.67,3.39,1.38,34.9526
6/21/2018,1963.37,173.1,445.7365,5/23/1903,5.01,1.69,3.38,1.37,35.5643
6/20/2018,1964.33,173.22,444.9385,5/19/1903,5.03,1.69,3.34,1.33,36.9016
6/19/2018,1962.6899,173.7,444.4536,5/12/1903,5.17,1.72,3.38,1.33,34.9504
6/18/2018,1964.29,173.6,444.7199,5/18/1903,5.03,1.69,3.33,1.3,36.3467
6/15/2018,1964.29,173.79,444.9897,5/25/1903,4.89,1.68,3.32,1.29,37.1311
6/14/2018,1963.87,173.64,444.5488,5/30/1903,4.8,1.68,3.31,1.28,36.9623
6/13/2018,1961.88,173.22,443.773,5/30/1903,4.77,1.67,3.29,1.28,39.6771
6/12/2018,1959.73,173.41,443.9977,6/1/1903,4.75,1.68,3.35,1.28,42.0054
6/11/2018,1957.89,173.34,444.3495,6/5/1903,4.69,1.67,3.38,1.29,42.7286
6/8/2018,1955.51,173.53,444.6176,6/7/1903,4.69,1.68,3.47,1.29,44.428
6/7/2018,1955.51,173.65,445.0056,6/8/1903,4.67,1.66,3.44,1.28,42.8758
6/6/2018,1953.0601,173.13,444.9276,6/9/1903,4.63,1.64,3.44,1.28,45.153
6/5/2018,1951.1801,173.76,445.9447,6/11/1903,4.65,1.65,3.51,1.28,43.1931
6/4/2018,1949.45,173.64,445.951,6/9/1903,4.65,1.64,3.5,1.27,42.2186
6/1/2018,1946.99,173.96,446.142,6/5/1903,4.73,1.66,3.56,1.28,42.8588
5/31/2018,1945.28,174.67,447.2839,6/11/1903,4.71,1.67,3.62,1.29,42.7117
5/30/2018,1943.79,174.44,447.4857,6/17/1903,4.58,1.66,3.61,1.29,43.9475
5/29/2018,1941.8,175.29,448.4923,6/19/1903,4.61,1.68,3.72,1.28,45.7846
5/25/2018,1945.72,173.88,446.5786,6/21/1903,4.4,1.61,3.51,1.23,45.1475
5/24/2018,1946.39,173.47,445.6344,6/19/1903,4.38,1.59,3.45,1.22,46.4901
5/23/2018,1945.9301,173.13,444.6302,6/16/1903,4.4,1.6,3.44,1.22,45.9385
5/22/2018,1947.4399,172.56,443.5298,6/13/1903,4.37,1.59,3.36,1.21,48.9622
5/21/2018,1946.66,172.56,442.7406,6/9/1903,4.44,1.61,3.36,1.22,48.9836
5/18/2018,1945.9301,172.49,442.7681,6/9/1903,4.42,1.6,3.37,1.22,50.5062
5/17/2018,1947.03,172.08,442.8181,6/12/1903,4.32,1.57,3.32,1.22,54.2432
5/16/2018,1947.38,172.3,443.5368,6/14/1903,4.3,1.55,3.31,1.21,50.7142
5/15/2018,1948,172.42,443.6971,6/11/1903,4.37,1.55,3.32,1.21,49.5748
5/14/2018,1951.05,173.46,445.641,6/18/1903,4.34,1.57,3.32,1.2,45.2681
5/11/2018,1949.67,173.53,445.5844,6/18/1903,4.33,1.58,3.33,1.21,42.8437
5/10/2018,1948.77,173.31,444.7175,6/15/1903,4.38,1.6,3.36,1.24,42.7899
5/9/2018,1947.05,172.82,442.6677,6/5/1903,4.49,1.63,3.37,1.23,47.0089
5/8/2018,1946.5699,173.01,443.3912,6/10/1903,4.42,1.64,3.39,1.26,46.2488
5/7/2018,1946.78,173.21,444.4715,6/18/1903,4.31,1.62,3.41,1.25,44.8627
5/4/2018,1944.24,173.21,444.3471,6/19/1903,4.29,1.62,3.43,1.25,44.6692
5/3/2018,1943.3,173.28,444.51,6/21/1903,4.23,1.61,3.44,1.24,46.5572
5/2/2018,1945.42,173.19,445.1723,6/26/1903,4.12,1.58,3.39,1.22,47.6076
5/1/2018,1943.78,173.12,445.9472,7/3/1903,4.01,1.54,3.39,1.23,45.8105
4/30/2018,1945.8199,173.74,446.8489,7/7/1903,3.96,1.54,3.38,1.19,46.114
4/27/2018,1945.51,173.57,446.5516,7/8/1903,3.92,1.53,3.33,1.19,47.101
4/26/2018,1944.52,173.15,446.1118,7/10/1903,3.86,1.51,3.33,1.19,49.7167
4/25/2018,1940.87,172.79,445.8346,7/10/1903,3.83,1.5,3.36,1.19,53.6039
4/24/2018,1945.8101,173.35,447.1899,7/14/1903,3.79,1.48,3.3,1.17,52.2873
4/23/2018,1950.1899,173.59,447.2154,7/14/1903,3.79,1.49,3.23,1.18,49.4625
4/20/2018,1953.16,173.75,447.9733,7/17/1903,3.76,1.48,3.21,1.16,49.869
4/19/2018,1954.62,174.21,448.956,7/20/1903,3.76,1.47,3.23,1.17,47.8195
4/18/2018,1961.4301,174.93,450.1158,7/22/1903,3.76,1.47,3.14,1.15,44.138
4/17/2018,1960.59,175.62,450.6075,7/22/1903,3.81,1.5,3.19,1.14,43.0407
4/16/2018,1957.46,175.38,450.4858,7/23/1903,3.78,1.49,3.23,1.15,44.5231
4/13/2018,1954.24,175.31,450.683,7/24/1903,3.77,1.48,3.26,1.16,46.596
4/12/2018,1951.02,175.26,450.7431,7/25/1903,3.77,1.47,3.32,1.15,48.5744
4/11/2018,1947.9399,175.63,451.0694,7/24/1903,3.85,1.51,3.4,1.17,46.972
4/10/2018,1946.45,175.51,450.7591,7/24/1903,3.82,1.5,3.41,1.16,48.9901
4/9/2018,1941.2,175.49,451.4054,7/25/1903,3.81,1.49,3.5,1.18,49.858
4/6/2018,1938.86,175.41,452.0828,7/27/1903,3.77,1.47,3.54,1.18,50.3294
4/5/2018,1938.05,174.72,451.2619,7/26/1903,3.73,1.45,3.45,1.16,52.537
4/4/2018,1932.41,174.94,451.2162,7/23/1903,3.81,1.47,3.55,1.19,50.8258
4/3/2018,1931.86,174.97,451.0912,7/22/1903,3.82,1.48,3.56,1.19,49.5051
4/2/2018,1931.5,175.48,451.298,7/22/1903,3.88,1.52,3.6,1.2,47.9862
3/30/2018,1933.24,175.37,451.2147,7/22/1903,3.83,1.49,3.54,1.19,
3/29/2018,1933.24,175.37,451.2147,7/22/1903,3.83,1.49,3.54,1.19,46.8785
3/28/2018,1932.16,174.82,450.4199,7/17/1903,3.85,1.48,3.53,1.2,49.4497
3/27/2018,1933.36,174.67,450.2268,7/18/1903,3.84,1.48,3.53,1.2,50.7167
3/26/2018,1931.3,174.01,449.0696,7/13/1903,3.84,1.47,3.52,1.21,57.739
3/23/2018,1931.08,174.05,449.119,7/12/1903,3.86,1.48,3.53,1.21,55.5614
3/22/2018,1933.39,174.16,449.8516,7/15/1903,3.8,1.45,3.48,1.2,54.1658
3/21/2018,1935.5699,173.68,449.2529,7/15/1903,3.73,1.41,3.38,1.17,57.5434
3/20/2018,1935.0699,174.03,449.3376,7/14/1903,3.75,1.41,3.4,1.15,54.6941
3/19/2018,1936.1899,174.52,450.1604,7/17/1903,3.74,1.42,3.42,1.15,54.3873
3/16/2018,1938.47,174.49,450.7208,7/20/1903,3.68,1.35,3.39,1.14,54.9446
3/15/2018,1938.41,174.61,450.8378,7/20/1903,3.7,1.41,3.41,1.16,54.1312
3/14/2018,1939.87,174.75,450.9726,7/21/1903,3.69,1.41,3.43,1.15,55.4997
3/13/2018,1941.9,174.46,450.6397,7/20/1903,3.68,1.39,3.39,1.13,58.4612
3/12/2018,1942.73,174.38,450.6908,7/21/1903,3.65,1.38,3.37,1.12,60.2004
3/9/2018,1942.16,174.21,450.2355,7/21/1903,3.65,1.37,3.36,1.1,63.1719
3/8/2018,1940.6,174.6,450.5887,7/18/1903,3.69,1.37,3.39,1.09,60.3166
3/7/2018,1940.01,174.42,450.3798,7/18/1903,3.6,1.36,3.4,1.09,62.873
3/6/2018,1941.98,174.62,451.0003,7/20/1903,3.61,1.35,3.38,1.08,63.2354
3/5/2018,1938.5601,174.39,450.7906,7/18/1903,3.64,1.35,3.42,1.09,63.897
3/2/2018,1935.45,174.47,450.5867,7/17/1903,3.68,1.37,3.48,1.1,62.0446
3/1/2018,1941.51,175.17,451.279,7/18/1903,3.69,1.38,3.43,1.09,59.4084
2/28/2018,1944.99,174.92,451.0501,7/21/1903,3.59,1.34,3.36,1.04,60.6554
2/27/2018,1944.5699,174.57,450.8226,7/21/1903,3.54,1.31,3.34,1.03,63.1177
2/26/2018,1945.09,175.06,451.1444,7/21/1903,3.58,1.33,3.38,1.02,63.6432
2/23/2018,1939.34,174.87,450.3675,7/17/1903,3.5,1.35,3.44,1.03,62.3997
2/22/2018,1939.6899,174.47,449.7857,7/16/1903,3.5,1.33,3.41,1.01,67.0706
2/21/2018,1942.84,174.23,449.6561,7/17/1903,3.47,1.31,3.34,1.01,67.9928
2/20/2018,1943.14,174.84,450.4345,7/18/1903,3.49,1.32,3.37,1.01,66.6688
2/16/2018,1940.65,175.04,450.5885,7/19/1903,3.48,1.33,3.41,1.01,68.1322
2/15/2018,1934.58,174.85,449.5075,7/13/1903,3.54,1.34,3.46,1.01,72.1011
2/14/2018,1927.05,174.32,448.5586,7/7/1903,3.59,1.34,3.56,1.03,73.4447
2/13/2018,1927.0699,174.94,450.0426,7/11/1903,3.64,1.36,3.64,1.05,72.3349
2/12/2018,1931.61,175.26,450.2581,7/14/1903,3.6,1.35,3.57,1.01,77.9069
2/9/2018,1925.1899,175.42,450.4368,7/11/1903,3.8,1.36,3.69,1.02,77.3937
2/8/2018,1938.75,175.76,452.4066,7/21/1903,3.61,1.28,3.46,0.96,71.8575
2/7/2018,1947.76,176.12,453.8904,7/29/1903,3.51,1.25,3.34,0.94,71.0295
2/6/2018,1943.08,176.78,454.4815,7/27/1903,3.6,1.29,3.45,0.96,69.0556
2/5/2018,1949.55,176.83,454.8411,7/30/1903,3.53,1.26,3.36,0.93,67.7406
2/2/2018,1953.83,176.38,454.7167,8/2/1903,3.43,1.22,3.24,0.91,69.5786
2/1/2018,1959.73,177.29,456.4963,8/7/1903,3.41,1.21,3.19,0.92,62.4701
1/31/2018,1961.66,177.81,457.2194,8/8/1903,3.42,1.23,3.19,0.93,56.0426
1/30/2018,1960.63,177.52,456.798,8/5/1903,3.47,1.23,3.17,0.93,59.1526
1/29/2018,1965.59,177.9,457.4241,8/7/1903,3.42,1.23,3.12,0.93,57.3277
1/26/2018,1967.27,178.11,458.0836,8/10/1903,3.39,1.23,3.11,0.94,53.9634
1/25/2018,1966.85,178.39,458.4434,8/10/1903,3.43,1.25,3.15,0.96,52.8789
1/24/2018,1966.36,177.72,457.6599,8/7/1903,3.43,1.24,3.13,0.96,56.6369
1/23/2018,1965.3101,177.98,458.1205,8/8/1903,3.45,1.25,3.17,0.97,57.0674
1/22/2018,1962.97,177.57,457.3337,8/6/1903,3.43,1.24,3.16,0.97,58.5057
1/19/2018,1961.88,177.79,457.6068,8/6/1903,3.44,1.25,3.19,0.97,59.0351
1/18/2018,1962.83,178.16,458.3521,8/10/1903,3.41,1.25,3.2,0.97,57.8093
1/17/2018,1964.52,178.59,458.7788,8/11/1903,3.41,1.26,3.18,0.97,54.3164
1/16/2018,1965.15,178.97,459.1297,8/12/1903,3.43,1.27,3.21,0.96,51.8788
1/12/2018,1963.48,178.77,458.5774,8/9/1903,3.46,1.3,3.23,0.97,54.6302
1/11/2018,1963.16,178.76,458.7806,8/9/1903,3.47,1.3,3.24,0.97,55.6054
1/10/2018,1961.75,178.38,458.5996,8/8/1903,3.46,1.28,3.25,0.98,58.0332
1/9/2018,1965.77,178.26,459.0557,8/10/1903,3.44,1.27,3.18,0.99,58.0782
1/8/2018,1965.99,178.84,459.8867,8/10/1903,3.4,1.29,3.2,1,52
1/5/2018,1964.27,178.77,459.731,8/11/1903,3.43,1.29,3.22,1.01,51.2362
1/4/2018,1961.97,178.95,459.6239,8/10/1903,3.47,1.31,3.26,1.01,49.7013
1/3/2018,1956.91,179.01,459.567,8/7/1903,3.53,1.32,3.34,1.02,51.1764
1/2/2018,1951.84,178.72,459.0767,8/4/1903,3.57,1.32,3.39,1.02,54.0148
12/29/2017,1949.97,179.53,459.6775,8/3/1903,3.61,1.34,3.43,1.01,51.8428
12/28/2017,1949.11,179.26,459.2335,8/4/1903,3.6,1.33,3.42,1.01,51.9448
12/27/2017,1948.11,179.38,459.4819,8/4/1903,3.64,1.33,3.45,1.01,51.5624
12/26/2017,1947.16,178.61,458.8171,8/3/1903,3.62,1.31,3.42,1.01,57.233
12/22/2017,1945.83,178.25,458.2172,8/1/1903,3.61,1.31,3.42,1.02,58.8035
12/21/2017,1945.6801,178.31,458.2869,8/1/1903,3.62,1.31,3.43,1.02,60.0966
12/20/2017,1945.01,177.9,458.0358,8/1/1903,3.61,1.3,3.44,1.02,63.618
12/19/2017,1945.61,178.33,458.6509,8/2/1903,3.68,1.31,3.46,1.03,60.7804
12/18/2017,1946.17,179.16,459.5121,8/3/1903,3.75,1.34,3.5,1.03,56.2324
12/15/2017,1945.78,179.61,459.6764,8/2/1903,3.78,1.35,3.5,1.04,51.3033
12/14/2017,1946.08,179.52,459.613,7/31/1903,3.82,1.36,3.5,1.04,53.4231
12/13/2017,1947.03,179.33,459.6276,7/31/1903,3.83,1.35,3.5,1.04,56.3816
12/12/2017,1947.37,178.64,458.5816,7/29/1903,3.8,1.34,3.44,1.04,56.9913
12/11/2017,1946.6,178.69,458.9106,7/29/1903,3.81,1.33,3.47,1.05,56.5574
12/8/2017,1945.14,178.63,458.9724,7/28/1903,3.82,1.34,3.47,1.05,57.7463
12/7/2017,1944.58,178.6,458.9229,7/27/1903,3.78,1.34,3.47,1.05,55.6973
12/6/2017,1945.4301,179.2,459.7492,7/30/1903,3.77,1.34,3.48,1.05,52.8047
12/5/2017,1946.79,178.97,459.648,7/30/1903,3.78,1.32,3.43,1.05,52.8462
12/4/2017,1946.47,178.57,459.1792,7/27/1903,3.81,1.32,3.42,1.05,56.1988
12/1/2017,1944.2,178.64,459.4665,7/26/1903,3.84,1.33,3.49,1.07,58.3483
11/30/2017,1944.09,177.9,458.5187,7/26/1903,3.87,1.32,3.44,1.06,62.3671
11/29/2017,1943.4,178.14,458.8522,7/27/1903,3.85,1.34,3.49,1.07,62.2209
11/28/2017,1942.62,178.59,459.4198,7/30/1903,3.87,1.35,3.53,1.07,57.7674
11/27/2017,1942.9301,178.59,459.1832,7/29/1903,3.93,1.36,3.56,1.08,58.3056
11/24/2017,1941.64,178.47,458.6042,7/27/1903,3.97,1.36,3.54,1.08,59.1336
11/22/2017,1940.51,178.61,458.7479,7/26/1903,4,1.37,3.56,1.08,58.7905
11/21/2017,1938.9399,178.11,457.7339,7/23/1903,3.99,1.36,3.53,1.09,58.239
11/20/2017,1936.36,177.75,457.26,7/22/1903,4.01,1.37,3.58,1.11,61.195
11/17/2017,1934.13,177.75,457.136,7/22/1903,4.03,1.39,3.62,1.12,61.8011
11/16/2017,1933.17,177.56,456.4859,7/20/1903,4.07,1.4,3.63,1.12,66.3089
11/15/2017,1923.5601,177.69,456.3971,7/16/1903,4.16,1.42,3.79,1.14,63.4733
11/14/2017,1929.14,177.34,456.1361,7/15/1903,4.15,1.39,3.68,1.12,68.047
11/13/2017,1933.62,177.2,455.648,7/17/1903,4.14,1.39,3.6,1.11,72.2663
11/10/2017,1933.9,177.15,455.5552,7/15/1903,4.14,1.4,3.6,1.11,74.0195
11/9/2017,1934.25,178.06,457.0594,7/13/1903,4.16,1.4,3.63,1.11,70.2255
11/8/2017,1941.64,178.38,457.4887,7/16/1903,4.13,1.39,3.5,1.1,68.5066
